ZrnGrain,ZrnHeDate,ZrnHe1sigerr,ZrnPbDate,ZrnPb1sigerr
Zrn001,59.4639809952454,2.38527966133871,92.9326923130047,1.41448165919006
Zrn002,75.0633457918229,2.31856335325876,97.470602241768,2.53903845601842
Zrn003,43.9385208300143,1.32863631996566,93.7856096624753,1.45129300724575
Zrn004,41.2736473460199,1.32754410880567,90.6127741213976,1.3304438594333
Zrn005,59.7623518851296,1.2638987805649,97.4951644248902,2.12578338463231
Zrn006,68.1010521779782,2.06520263126653,111.25554426669,2.39412331498564
Zrn007,60.1707886365659,1.91980325054965,100.199294281495,2.270756345988
Zrn008,57.0802039460619,2.20610565744083,92.8407416124433,1.46515358485607
Zrn009,73.1343742282545,1.21086035673332,90.0015541228659,1.73203171134182
Zrn010,71.4290103735771,2.22892556734013,102.34576236292,1.89765010434385
Zrn011,59.0177331599423,2.83619676638995,97.6352537358016,1.47211462026663
Zrn012,67.8402069707984,1.63528079354828,106.553813456727,2.11618660063619
Zrn013,78.4037168783584,2.63590647893802,106.463008523142,3.303511364266
Zrn014,57.934806820812,3.23847510154653,105.894026353843,0.848009499038143
Zrn015,73.9554877154759,2.19500004618956,94.8129838437632,1.53357803173915
Zrn016,71.7878402285894,2.19525687061584,104.300420846134,1.31592964676635
Zrn017,54.9010336898369,1.88678724271598,94.0819728691157,1.32545684457499
Zrn018,73.0522266650708,2.17589031434966,112.451979871284,2.94445940468963
Zrn019,64.3034757925202,2.36183836090598,102.005839279429,2.03097896054992
Zrn020,71.4585945840801,2.77477149538867,96.0936820548952,1.85166184706448
Zrn021,72.3197849170398,1.9863478148486,92.7870148210716,2.35593018630617
Zrn022,56.3610918716528,2.14238663717673,93.6190033105877,1.26893401687333
Zrn023,67.1706297691589,2.35756689601707,103.146203834039,2.03676573045138
Zrn024,71.5456687179985,2.07302310179203,92.8231290781219,1.74706059582549
Zrn025,63.2867495320784,2.24172590306459,102.966619627048,2.24617739716584
Zrn026,66.9380470482224,2.31349996289336,97.8690667589004,1.7595950607777
Zrn027,66.3752540298491,1.72110467172662,104.746874735959,2.58457478067063
Zrn028,65.4956610826443,2.16202389123511,109.8035088746,1.5829233490228
Zrn029,84.7994944924593,2.70458889557211,105.739989492652,1.14578598025189
Zrn030,96.1058152347996,3.9935621899713,111.775885614689,2.06783996965154
Zrn031,48.4454208459785,1.18091204316773,90.714011369831,1.52590796403107
Zrn032,51.5972581131096,1.69951324516405,87.9366679934511,1.76993093658178
Zrn033,66.1548027636971,2.27473264073764,105.642187700471,2.32629468360755
Zrn034,54.0207630282162,2.17720111505664,98.3561871528187,2.57539260522807
Zrn035,55.921275873038,2.0779337757796,99.0196585918955,2.00102134666512
Zrn036,41.6881006951288,2.03584540336983,90.3203058376377,1.807457906077
Zrn037,62.4535129683866,2.69732195357383,96.2112407282107,1.12863509525768
Zrn038,58.7992038227106,2.42135468686078,90.8965509658073,1.28094852776244
Zrn039,83.9889035165649,2.83401607320107,113.05495551274,2.38001060678396
Zrn040,71.5905697091989,2.53740199657783,91.9697562087461,1.675180018005
Zrn041,66.3847509901114,2.885554106221,101.426004140982,3.3549724983078
Zrn042,60.2144575833038,3.11761937505068,84.9098959347131,0.970327239547528
Zrn043,57.6915216653701,3.08363696638902,104.937284592824,1.13202294604772
Zrn044,61.083828254345,2.08544261702775,96.4955064040434,1.87716319068721
Zrn045,69.8396048771449,1.96389584234587,105.589011194929,1.78113003240891
Zrn046,81.0680237079698,2.82159575517199,108.490386838665,1.50260915211522
Zrn047,78.2930777130304,3.18064311147014,95.1127050322502,2.37018209455562
Zrn048,91.9040141044105,3.20441194024828,108.015045892465,1.15449146575492
Zrn049,83.0063706136185,2.8734963273821,112.82310065898,2.36248028708605
Zrn050,85.452778558032,3.60990697921086,103.412566791435,1.49172982612653
Zrn051,73.5409062150146,2.46251018074203,109.780549658919,1.57160821574429
Zrn052,46.4345509280045,2.40086104401316,92.2686061253925,1.63624146442312
Zrn053,56.1683458227244,1.88905152753837,102.07036440088,2.34383477533783
Zrn054,43.8877892698988,1.20779782289565,81.9543786245269,1.57252042831881
Zrn055,64.9300907908593,2.20839623987334,87.3232048924119,2.16267671946877
Zrn056,62.3234553041201,2.59140887019626,107.528344401681,1.47093567862702
Zrn057,61.9809499961349,1.22309024194691,107.994220232097,2.43791123820142
Zrn058,79.5515248254564,2.03773495426343,101.43440029881,1.59762532574796
Zrn059,69.5106572864943,3.43135909337471,110.320570288468,2.62115585955978
Zrn060,68.9394748371684,1.90803291191743,93.9676590496178,2.02799562011806
Zrn061,49.2037731218283,1.85746021067985,92.2961840541809,2.98585350761453
Zrn062,48.5735276710983,1.82400672566364,98.4768541677244,1.82225307824911
Zrn063,68.7523833127509,2.38163109930743,84.8032934992796,1.16459016252483
Zrn064,37.0365631337406,1.49520942905186,83.4443684364232,0.694833920963664
Zrn065,58.6923992500212,1.23619310405148,95.4844679259742,2.37420257594707
Zrn066,56.3909625297977,2.11484565321565,105.459354200566,2.12713145968239
Zrn067,69.0722279482232,2.1609489201863,100.347561061648,2.32671458412055
Zrn068,53.5049120259039,2.05932994519394,98.1634895959019,1.59117488676725
Zrn069,99.9931058662462,3.19679173685783,102.617046552229,1.8701613364326
Zrn070,93.1150374107719,3.42376724637377,98.4678279115548,1.38073637219793
Zrn071,100.669929334273,3.23146952480467,103.340094711785,2.61277922529735
Zrn072,92.6942119388064,2.72979571560878,104.447643273597,2.18113781573968
Zrn073,84.3794804828147,2.52521354606211,94.5492195555331,2.6671323804143
Zrn074,96.8170842459386,2.95058575357483,107.342558458398,1.74587590651859
Zrn075,89.0992227567687,3.94254599187003,100.478875071108,2.21271709384869
Zrn076,99.574318542119,3.11556209957976,102.425353403317,2.22468488781658
Zrn077,96.5767073688485,4.09516576811597,102.432683293982,1.83280234509026
Zrn078,104.267483753611,4.42268688601502,106.977832644051,2.75013165380692
Zrn079,97.5321698550409,3.50773472522978,101.640100870541,2.80065020454482
Zrn080,96.4552560273648,2.61766002175382,100.748913797742,2.61109002374461
Zrn081,105.616620376216,3.55814047242945,112.307692486692,2.55215919852667
Zrn082,102.463667609788,4.39983694601098,107.149289284324,1.57128465870646
Zrn083,121.019562136355,3.90732422311049,98.48919283592,1.69472557556448
Zrn084,122.349821781882,3.76208497996241,102.508080487005,2.72725993232461
Zrn085,121.945511271042,4.38053604042468,97.3930247164175,1.03205679074725
Zrn086,138.461535958246,5.42141165415812,93.7000495401517,2.2234957167245
Zrn087,134.185850138369,5.06922904137963,103.228220115446,2.32715396659682
Zrn088,138.355229305391,3.72184231750113,107.997317267488,2.33512593347963
Zrn089,127.794809730158,4.55291795088108,107.934289186257,3.21001024121285
Zrn090,124.567369633253,4.05142274401422,96.1178806273436,1.70515710314001
