ApGrain,ApHeDate,ApHe1sigerr,ApPbDate,ApPb1sigerr
Ap001,83.6569771898129,3.56108790914631,112.540012017546,2.2022507989767
Ap002,73.9993720089957,2.37216939532435,106.866171595378,2.49561212523288
Ap003,50.6943803609105,2.11833028335553,104.61606394497,2.77667941045094
Ap004,50.2461529398566,2.10142783300185,99.4006106306545,2.54388392116712
Ap005,74.9105260096464,2.6195262747527,98.7264971021748,2.22074276872179
Ap006,55.9221162610371,2.67730531150412,93.0701971004944,3.09142572511592
Ap007,67.058571579523,2.77724982259204,88.2253621253335,0.988356278005679
Ap008,50.4691149397031,2.81871437094666,89.7047208038234,2.08465802820823
Ap009,47.3850275728046,1.20523592327523,93.8823880408473,2.57989085599152
Ap010,74.9266652885001,2.69190535490735,99.6667702324262,2.83700688212151
Ap011,70.6342408133394,3.10879849002069,102.189638369706,2.47659701662591
Ap012,63.406738109561,2.17486543245644,99.3202031296472,2.24109053466827
Ap013,32.768233565005,1.49179875047874,89.549474551247,2.16967643333819
Ap014,62.376421302963,2.92128359076853,122.106621919882,2.64444099417151
Ap015,84.904447020314,2.56008051482816,106.700898980139,2.20507488477971
Ap016,55.9079218666464,2.26314647114864,106.348238806462,2.62466256054975
Ap017,77.6136376409125,3.11294760657332,112.482600297006,2.40087343964786
Ap018,65.426970756168,2.22128218955604,101.125298205347,2.18283830582619
Ap019,60.491034642147,3.04646880559657,110.661633576028,3.06352437175797
Ap020,30.8250660676509,1.53102945200061,87.5621233534672,2.59821318362759
Ap021,40.0611516659855,1.79217414062339,98.0982954460875,2.62966556038914
Ap022,49.3361573659079,2.13643600530516,92.4210608074408,1.91074729072172
Ap023,58.2461358985605,2.24689599122058,92.5309822705806,1.19573681381366
Ap024,35.9584089716828,1.78545148094791,87.460372406034,2.48481996529476
Ap025,73.8977622533532,3.11831114820987,103.937817583845,2.31036638553152
Ap026,62.2346093051735,3.01853400565693,104.797570458514,1.84031213852523
Ap027,66.9146031261394,3.13708363785883,101.257741587134,2.6768388584763
Ap028,37.7972234836315,1.40176150131129,84.0624664319466,2.19273869165205
Ap029,77.2796115894057,3.27576620531484,106.895568105146,2.91469017883888
Ap030,77.1883833036731,2.82139777257893,104.852101133066,2.20279188717594
Ap031,41.8317359509509,1.51440748196473,98.5612994179684,1.52915989446801
Ap032,80.3141994324148,2.909095357702,104.386346750396,3.2237723673067
Ap033,52.4040583918343,2.53161475013919,92.6423747012316,1.90436674133778
Ap034,65.1170997850446,2.895014630785,93.9512111035649,2.60482496097476
Ap035,85.8044280677789,3.84734495738521,107.361626600806,3.06878911137297
Ap036,72.7775818493461,3.33206947222809,94.2183345810031,2.54117763642986
Ap037,72.3172764299218,2.98132034251999,99.3261473141549,2.18696705469666
Ap038,48.7815491779142,2.67761466858293,103.452363358154,2.33540617031978
Ap039,74.2104137571671,2.96388532404204,105.509563516248,2.65876139565941
Ap040,30.3695906269308,1.03456829218565,88.3879574499426,2.56884118922127
Ap041,43.49937721415,1.2180420681021,86.7642689337177,1.59850182964183
Ap042,51.9565877359651,2.46393589637031,89.4211553267158,1.63522259159019
Ap043,58.7362036517297,2.94709766747703,101.939757038508,3.0053189919612
Ap044,58.9164484623943,2.30942979431398,99.584383871445,3.13598594524447
Ap045,42.5093578317594,0.696781729779439,92.8604079820524,2.43111330192844
Ap046,76.3752287294762,3.33451658821753,107.67507136839,2.84681026922599
Ap047,66.7309242174338,1.61594313883722,100.852939881446,2.78695467364147
Ap048,39.5863888058619,1.93922705556768,95.3501609071919,2.48905045474146
Ap049,42.1653227592805,2.76105672580242,100.023583285297,2.33811613456381
Ap050,51.6766781286969,2.02037193268194,107.379007228156,2.03470678499972
Ap051,52.8163568241799,1.67651867864872,89.5942765824724,2.46424930721161
Ap052,40.4070735902054,1.93222029963648,91.6216937104806,1.89286012411799
Ap053,69.774134147727,3.40239233504913,108.827563479771,2.58474957742647
Ap054,59.1849283555713,2.44154049411599,99.0865224414154,2.95434881956727
Ap055,72.4401384240901,3.64986468367076,100.627342786381,2.31665302466412
