HblGrain,HblArDate,HblAr1sigerr
Hbl001,81.4703296758964,1.98074138307939
Hbl002,70.8139932590315,1.9437176437489
Hbl003,78.9627915975214,2.58902903012723
Hbl004,67.6288977982093,1.95957656600758
Hbl005,76.4808887304687,2.48251943214165
Hbl006,77.0960257549288,2.07557383658397
Hbl007,79.7666792450133,2.37566734757357
Hbl008,77.4159367676468,2.16371879644147
Hbl009,68.850238572577,1.60524986496371
Hbl010,67.0549849355913,2.41295683329454
Hbl011,76.4753570423973,2.01867624010845
Hbl012,75.2708405356819,2.28182057203897
Hbl013,71.1689359269589,2.02393403540471
Hbl014,68.7070632930239,1.99476538170173
Hbl015,73.1043349871982,2.45067568116014
Hbl016,76.1271145273326,1.71312706237424
Hbl017,75.8106723872706,2.43397782918908
Hbl018,71.5657278025479,2.37900881985386
Hbl019,81.9517260459358,2.54615680777663
Hbl020,72.7061599381024,2.5361236609339
Hbl021,76.6676048433796,1.69952176860369
Hbl022,70.0870400308437,1.99912026716763
Hbl023,80.605140402653,2.16467414138469
Hbl024,73.1769659957741,2.40700426963064
Hbl025,74.7854066517081,3.1526041727638
Hbl026,72.3651171114216,2.04201832737958
Hbl027,81.0271960827555,2.61316946713858
Hbl028,73.300243188578,2.02171420013667
Hbl029,73.5777311806071,2.25670267244917
Hbl030,73.5900985837574,2.1814929766986
Hbl031,72.9476850010532,2.97882835017573
Hbl032,71.8529809416046,2.3495452417412
Hbl033,69.9251650047885,2.01088423957884
Hbl034,77.9526891980768,2.23727655934093
Hbl035,69.6242588472991,1.67807235620417
Hbl036,74.5261647660482,2.00487073370191
Hbl037,80.844125812985,2.31692761082149
Hbl038,81.1217360613403,2.83048111755837
Hbl039,76.9864252195591,2.36901523567331
Hbl040,70.226545343328,2.15205180297502
Hbl041,71.3847859788863,1.89693033319321
Hbl042,70.1707755299139,2.40209668786698
Hbl043,74.2409641533759,2.44256268038513
Hbl044,75.3970150306676,1.70822664320388
Hbl045,79.7882120994057,2.59623826961695
Hbl046,77.0771086958603,2.35774506748424
Hbl047,75.4897095073919,2.00102876218888
Hbl048,80.6709935548057,2.36264164627169
Hbl049,78.6908207093318,2.34773671405609
Hbl050,73.0266205890439,2.01567696458009
Hbl051,70.9650532864122,2.62262233105384
Hbl052,67.0247873291057,2.22808681785618
Hbl053,68.0033000298466,2.11606338606947
Hbl054,72.3615220069721,2.11763788999173
Hbl055,75.6812792005889,2.19272260539644
Hbl056,72.4573395293765,2.35721762263559
Hbl057,70.2152257287965,2.13851316284584
Hbl058,80.2249571361492,1.84890343505519
Hbl059,75.8514266545557,2.28149432863372
Hbl060,69.4029657154657,2.31990475922847
Hbl061,100.514988557991,2.93846463619346
Hbl062,106.156168136816,2.60803067661053
Hbl063,106.633080825866,3.46271349109515
Hbl064,94.5342875940092,2.6103462159998
Hbl065,99.8670632495686,2.64904240441543
Hbl066,99.035338662258,2.6456261179964
Hbl067,89.7859012559619,2.48432308880811
Hbl068,89.7257529167407,3.00673704412592
Hbl069,113.950911310273,3.42327752509132
Hbl070,97.1921242991844,2.76798798302004
Hbl071,104.542362987164,3.55119404011522
Hbl072,97.9617672076632,3.14813126424144
Hbl073,117.22037735346,3.76362512641335
Hbl074,96.7789027659732,2.46596757095336
Hbl075,101.889704382168,3.00854594521417
Hbl076,115.181907514538,4.04765414241406
Hbl077,114.258007003754,3.69517301063218
Hbl078,94.5830425353883,2.37460611626288
Hbl079,113.079299293871,3.19696714257976
Hbl080,102.745606602137,3.05496272182319
Hbl081,103.489066162561,3.38991766612711
Hbl082,93.0043991724783,2.8215790100256
Hbl083,91.4180454127137,2.73971185991606
Hbl084,110.838179209213,3.01253118297161
Hbl085,103.893834570659,3.25364475714226
Hbl086,102.105521078455,3.32618528649342
Hbl087,110.885246859572,3.27365135355498
Hbl088,111.965386969733,3.59618292644213
Hbl089,93.7672450300806,3.09035366831894
Hbl090,107.306754484329,3.04671521084591
Hbl091,93.0606224683306,2.80230380403479
Hbl092,111.541252580871,3.18102427568584
Hbl093,108.708654688014,3.62051258658797
Hbl094,117.698438632504,3.58437100020874
Hbl095,91.0687404906926,2.82986221493981
Hbl096,90.7116416345376,3.04296919813872
Hbl097,97.465612240796,2.86185294023602
Hbl098,96.8511705120772,3.5265720429897
Hbl099,96.40936397216,2.92351774311321
Hbl100,116.187637415631,3.188482922871
