ZrnPbDate,ZrnPb1sigerr
74.4799538183111,0.5
80.1126045543475,0.846732646657027
71.1836920701473,0.5
78.2618161511926,0.627427377137217
77.9904829730264,0.836505225242313
79.7507060820466,0.5
81.5783806942705,0.933880403221927
76.2791923641216,1.0802600205026
78.2490376487747,1.23416874506284
69.7648463792919,0.817668498285773
60.5885181130474,0.591754182346742
90.0424653455596,0.5
76.358435803003,0.956244204196813
80.2475839816673,1.15743217768041
74.9522740468012,0.5
67.2107956304581,1.28093287119315
77.4407921040829,0.510404471900773
73.6295856431613,0.924573913724371
71.2244709107818,1.18285194452483
74.9073149831384,1.41767278268842
65.5100229366111,1.08935265623174
76.2186503949332,1.21887938692472
70.2801281498335,0.760389561193924
80.0744934271698,1.13848755622432
67.6619747058354,0.514093925058165
74.5207543685443,1.22209211098343
66.3575380647797,0.940688853583456
65.3637370315859,1.23533411069068
73.2442701656626,0.864040797881234
74.2576903076079,0.939422968004797
77.3554756245993,0.912130679725233
70.4241854379341,1.06610912114171
79.7837977666099,0.5
87.1989763163639,0.525717430096316
83.5608258771728,0.670533717570585
64.1094694147359,0.64439232731675
74.5261518045191,1.22466897270755
70.8156311537691,0.725100150481662
72.6113747757089,1.25407004185826
84.7342074859316,0.735555581525703
73.2479888028705,0.51921808444579
74.9798759858678,1.10681984894166
76.445186535367,0.945020497424975
78.0933049008465,0.899171025053343
76.4984079983737,0.912111287093057
58.9242956777086,1.09974482938115
73.5953782468431,0.729923028877916
75.3393990611928,1.29972540614154
121.612056061418,1.520995550869
111.685239565957,0.917258442496793
103.393089114124,1.22631118954771
113.007199949989,1.05181085292803
100.409750954826,1.4347986779715
102.405639018752,0.94881887674376
101.141658488201,1.45218914730035
109.434824035924,1.17519528727297
127.053203391975,0.877621886800411
115.068269784906,0.892661706015866
118.922759068455,0.994294264272804
107.891243930508,1.21431524766586
105.074523134239,1.04890087793388
105.721519460875,1.34513988707901
122.085322285259,1.14973511278099
98.0968715835032,0.986981112264726
119.176113160895,1.36347120668396
112.134220506924,1.31409363822119
109.521255309438,0.984644924293755
114.905028266451,0.978285705885776
109.630614042739,0.798805570101834
120.259644505618,1.35290324920129
123.684687747631,1.33078757647094
107.717414010034,1.1731887981405
97.6834712227872,1.5317824348785
111.716600365202,1.42128832182958
118.534843848055,1.30098432951471
103.792799515509,1.50172580063967
112.914591396271,0.963097507676311
114.782706315873,1.10115140189541
114.004150941475,0.817756175902444
97.659700592752,1.01740635270567
114.745882734725,1.21661256076152
121.285773296989,1.33122285002362
100.895494670648,0.787334505507901
104.454265362196,1.00149515857319
121.785295666762,1.17700619897906
102.916545855074,1.35737648011619
113.74697072309,1.12906802254365
109.82358569817,1.20610705884977
106.970588116385,0.765741473084506
118.152604538988,0.960706455364904
108.509986601637,1.56535306166537
110.39854668521,1.63868642592176
105.859995819971,1.41448997675839
111.114007272253,1.50925017477691
100.230331157047,1.17485939396391
107.889328052205,1.21229153115853
169.43503110644,3.2474186878392
180.658446300031,3.15155094088411
157.970761117631,2.6115148235834
154.123542988446,3.1775794057339
163.290831074117,2.90203377656367
192.373124503456,3.12657771425199
146.278196224631,2.74821985322585
176.374670050193,3.07181866551389
188.397153613251,3.43060987278781
137.689018543954,3.56455361495408
176.22040931213,2.8299137189182
167.584512938106,3.37725727030522
213.210576638989,3.10411372286998
155.65333682803,3.03916698025564
184.163019972326,3.09330696781802
212.57397963141,3.34344669212285
193.486852638995,2.9010839549315
172.993460190728,2.77227908683646
169.876974500244,3.12020746616924
180.59387770956,3.38658437550583
204.916665237451,3.31618714308728
175.856457501756,3.18242049319168
155.096945030175,2.92331764145915
206.976839349283,3.21094157531418
