Chronometer,GrainID,Age_Ma,Age_1sigma_Ma,PairID,PairRole,UseForModel
HblAr,Hbl001,81.4703296758964,1.98074138307939,,,1
HblAr,Hbl002,70.8139932590315,1.9437176437489,,,1
HblAr,Hbl003,78.9627915975214,2.58902903012723,,,1
HblAr,Hbl004,67.6288977982093,1.95957656600758,,,1
HblAr,Hbl005,76.4808887304687,2.48251943214165,,,1
HblAr,Hbl006,77.0960257549288,2.07557383658397,,,1
HblAr,Hbl007,79.7666792450133,2.37566734757357,,,1
HblAr,Hbl008,77.4159367676468,2.16371879644147,,,1
HblAr,Hbl009,68.850238572577,1.60524986496371,,,1
HblAr,Hbl010,67.0549849355913,2.41295683329454,,,1
HblAr,Hbl011,76.4753570423973,2.01867624010845,,,1
HblAr,Hbl012,75.2708405356819,2.28182057203897,,,1
HblAr,Hbl013,71.1689359269589,2.02393403540471,,,1
HblAr,Hbl014,68.7070632930239,1.99476538170173,,,1
HblAr,Hbl015,73.1043349871982,2.45067568116014,,,1
HblAr,Hbl016,76.1271145273326,1.71312706237424,,,1
HblAr,Hbl017,75.8106723872706,2.43397782918908,,,1
HblAr,Hbl018,71.5657278025479,2.37900881985386,,,1
HblAr,Hbl019,81.9517260459358,2.54615680777663,,,1
HblAr,Hbl020,72.7061599381024,2.5361236609339,,,1
HblAr,Hbl021,76.6676048433796,1.69952176860369,,,1
HblAr,Hbl022,70.0870400308437,1.99912026716763,,,1
HblAr,Hbl023,80.605140402653,2.16467414138469,,,1
HblAr,Hbl024,73.1769659957741,2.40700426963064,,,1
HblAr,Hbl025,74.7854066517081,3.1526041727638,,,1
HblAr,Hbl026,72.3651171114216,2.04201832737958,,,1
HblAr,Hbl027,81.0271960827555,2.61316946713858,,,1
HblAr,Hbl028,73.300243188578,2.02171420013667,,,1
HblAr,Hbl029,73.5777311806071,2.25670267244917,,,1
HblAr,Hbl030,73.5900985837574,2.1814929766986,,,1
HblAr,Hbl031,72.9476850010532,2.97882835017573,,,1
HblAr,Hbl032,71.8529809416046,2.3495452417412,,,1
HblAr,Hbl033,69.9251650047885,2.01088423957884,,,1
HblAr,Hbl034,77.9526891980768,2.23727655934093,,,1
HblAr,Hbl035,69.6242588472991,1.67807235620417,,,1
HblAr,Hbl036,74.5261647660482,2.00487073370191,,,1
HblAr,Hbl037,80.844125812985,2.31692761082149,,,1
HblAr,Hbl038,81.1217360613403,2.83048111755837,,,1
HblAr,Hbl039,76.9864252195591,2.36901523567331,,,1
HblAr,Hbl040,70.226545343328,2.15205180297502,,,1
HblAr,Hbl041,71.3847859788863,1.89693033319321,,,1
HblAr,Hbl042,70.1707755299139,2.40209668786698,,,1
HblAr,Hbl043,74.2409641533759,2.44256268038513,,,1
HblAr,Hbl044,75.3970150306676,1.70822664320388,,,1
HblAr,Hbl045,79.7882120994057,2.59623826961695,,,1
HblAr,Hbl046,77.0771086958603,2.35774506748424,,,1
HblAr,Hbl047,75.4897095073919,2.00102876218888,,,1
HblAr,Hbl048,80.6709935548057,2.36264164627169,,,1
HblAr,Hbl049,78.6908207093318,2.34773671405609,,,1
HblAr,Hbl050,73.0266205890439,2.01567696458009,,,1
HblAr,Hbl051,70.9650532864122,2.62262233105384,,,1
HblAr,Hbl052,67.0247873291057,2.22808681785618,,,1
HblAr,Hbl053,68.0033000298466,2.11606338606947,,,1
HblAr,Hbl054,72.3615220069721,2.11763788999173,,,1
HblAr,Hbl055,75.6812792005889,2.19272260539644,,,1
HblAr,Hbl056,72.4573395293765,2.35721762263559,,,1
HblAr,Hbl057,70.2152257287965,2.13851316284584,,,1
HblAr,Hbl058,80.2249571361492,1.84890343505519,,,1
HblAr,Hbl059,75.8514266545557,2.28149432863372,,,1
