ReferenceSystem,GrainID,Age_Ma,Age_1sigma_Ma
ZrnUPb,Ref001,99.3370178698818,1.0192448492694
ZrnUPb,Ref002,101.535508523291,1.09575199012604
ZrnUPb,Ref003,96.7813949864365,1.31677432581012
ZrnUPb,Ref004,111.0610816642,1.20239921335745
ZrnUPb,Ref005,109.843392360286,0.725293492300428
ZrnUPb,Ref006,104.001950664372,0.869527488732546
ZrnUPb,Ref007,100.686151907812,0.893756559495975
ZrnUPb,Ref008,102.744703578306,1.24067818891756
ZrnUPb,Ref009,89.573288964204,0.829964966044656
ZrnUPb,Ref010,106.607554653931,0.820013358324116
ZrnUPb,Ref011,96.7597433090365,1.54063212940386
ZrnUPb,Ref012,107.736130131619,1.37306601831077
ZrnUPb,Ref013,95.3495277939288,1.16914339462508
ZrnUPb,Ref014,102.689382373188,1.02789674485259
ZrnUPb,Ref015,118.822823849559,1.20061401700266
ZrnUPb,Ref016,86.2774412246999,1.34806260492101
ZrnUPb,Ref017,99.1834998869611,1.1294560285243
ZrnUPb,Ref018,104.96543521213,0.998896413493845
ZrnUPb,Ref019,99.5250597998777,1.39287956492824
ZrnUPb,Ref020,107.745468129384,1.34896727848587
ZrnUPb,Ref021,101.487158878013,1.22351488690763
ZrnUPb,Ref022,97.3438735547438,1.37502406302358
ZrnUPb,Ref023,95.2728124371572,1.38200801407648
ZrnUPb,Ref024,93.1333425579458,1.0938315589034
ZrnUPb,Ref025,105.257741780774,0.76867790806369
ZrnUPb,Ref026,97.2491640436861,1.03780541727133
ZrnUPb,Ref027,100.412148951279,0.806180878825121
ZrnUPb,Ref028,99.8602847870692,0.96279727820291
ZrnUPb,Ref029,102.132749870663,1.02846569071714
ZrnUPb,Ref030,112.673133540554,0.788701723895195
ZrnUPb,Ref031,109.83491466138,0.927195361442699
ZrnUPb,Ref032,98.1353447968576,0.704475964070923
ZrnUPb,Ref033,107.907112805246,1.30798413928056
ZrnUPb,Ref034,106.305563891996,1.47780274334966
ZrnUPb,Ref035,102.241757909622,1.07687544111144
ZrnUPb,Ref036,109.544003773536,0.861774081676921
ZrnUPb,Ref037,83.6007962817112,0.882147731790018
ZrnUPb,Ref038,96.5423745943062,1.05071316239776
ZrnUPb,Ref039,101.066624243943,1.21030943342694
ZrnUPb,Ref040,105.781110847718,1.20547676630192
ZrnUPb,Ref041,105.949656864734,0.851509741843062
ZrnUPb,Ref042,92.5809644281975,0.636455486914208
