Chronometer,GrainID,Age_Ma,Age_1sigma_Ma,PairID,PairRole,UseForModel
HblAr,Hbl001,103.473266201251,2.90498990823155,,,1
HblAr,Hbl002,95.5698086627025,2.86717807500365,,,1
HblAr,Hbl003,99.0030542870975,2.88463867456835,,,1
HblAr,Hbl004,97.189194598715,3.28782052443632,,,1
HblAr,Hbl005,102.184818653985,3.10004347776179,,,1
HblAr,Hbl006,99.5462917081576,3.04023388998537,,,1
HblAr,Hbl007,105.274245868852,2.71720089442614,,,1
HblAr,Hbl008,98.4180875457477,3.04942742911495,,,1
HblAr,Hbl009,102.58597999445,2.46192507854702,,,1
HblAr,Hbl010,102.361817277779,2.93073692382354,,,1
HblAr,Hbl011,99.2601651313468,2.30322858201008,,,1
HblAr,Hbl012,94.9557906779661,3.02874915864843,,,1
HblAr,Hbl013,108.039904800871,3.09950565660162,,,1
HblAr,Hbl014,96.6288514397949,2.76495926822913,,,1
HblAr,Hbl015,104.614253343817,3.58239201279183,,,1
HblAr,Hbl016,102.341208182404,2.70061994652445,,,1
HblAr,Hbl017,108.671300068375,3.27335864132799,,,1
HblAr,Hbl018,104.484308832485,3.03313222811249,,,1
HblAr,Hbl019,101.460531360548,2.54098196447096,,,1
HblAr,Hbl020,108.157358839788,3.65540116792738,,,1
HblAr,Hbl021,101.633564059253,2.5675404574103,,,1
HblAr,Hbl022,95.0933405671236,2.83146738633933,,,1
HblAr,Hbl023,107.419101728383,3.3115052912601,,,1
HblAr,Hbl024,97.5333890788674,3.00635895456513,,,1
HblAr,Hbl025,102.85493419936,3.30579433189432,,,1
HblAr,Hbl026,99.1723942821349,2.6159357800288,,,1
HblAr,Hbl027,105.096451030222,2.56807103603,,,1
HblAr,Hbl028,106.60761606188,3.45445104907533,,,1
HblAr,Hbl029,106.593060785932,3.24133033527937,,,1
HblAr,Hbl030,107.942620815353,3.53703227875731,,,1
HblAr,Hbl031,106.215299426481,3.648437359092,,,1
HblAr,Hbl032,99.0367092251655,3.17942316717116,,,1
HblAr,Hbl033,95.7746408223474,2.86577562783922,,,1
HblAr,Hbl034,96.7881147161326,2.78696239062322,,,1
HblAr,Hbl035,98.7229853518827,3.2410385506563,,,1
HblAr,Hbl036,107.343522048833,3.17484161874336,,,1
HblAr,Hbl037,104.662188305561,2.71755664206565,,,1
HblAr,Hbl038,104.352896870163,3.42330068167315,,,1
HblAr,Hbl039,105.250645804036,3.50372877789878,,,1
HblAr,Hbl040,101.274915104354,3.03066469577616,,,1
HblAr,Hbl041,100.966692776805,2.67741661524749,,,1
HblAr,Hbl042,103.646710372433,2.98778407047577,,,1
HblAr,Hbl043,103.693162618953,3.17911294978714,,,1
HblAr,Hbl044,96.5716660314088,3.1754784875995,,,1
HblAr,Hbl045,97.1606072752047,2.73347400008138,,,1
HblAr,Hbl046,104.383062524789,2.98881357107566,,,1
HblAr,Hbl047,95.2931733419011,3.19876464374682,,,1
HblAr,Hbl048,94.7077747449624,2.77739351762727,,,1
HblAr,Hbl049,104.098861869549,3.17349078695542,,,1
HblAr,Hbl050,103.683625768104,3.75949743580899,,,1
HblAr,Hbl051,101.415487698671,2.62177490640638,,,1
HblAr,Hbl052,94.8831878119949,3.13345316012215,,,1
HblAr,Hbl053,95.8552085028653,2.50395708164902,,,1
HblAr,Hbl054,107.461480561246,3.10709238996751,,,1
HblAr,Hbl055,103.109038850929,3.72203570556754,,,1
HblAr,Hbl056,100.699432153753,2.97843385383239,,,1
HblAr,Hbl057,101.453012911727,2.88822791083466,,,1
HblAr,Hbl058,106.092053980947,3.07178756890828,,,1
HblAr,Hbl059,96.1177484324777,2.70593659609673,,,1
HblAr,Hbl060,98.8458882550474,2.83292911212393,,,1
HblAr,Hbl061,141.137251245554,3.73520233036228,,,1
HblAr,Hbl062,141.762928380484,4.14954124358806,,,1
HblAr,Hbl063,138.450675609972,4.12532839491436,,,1
HblAr,Hbl064,129.176318037492,3.95111013154059,,,1
HblAr,Hbl065,134.316402650463,4.14986017792474,,,1
HblAr,Hbl066,120.810962183592,3.95705326139516,,,1
HblAr,Hbl067,136.209362524247,3.69274621562273,,,1
HblAr,Hbl068,121.377597672178,3.26062358410771,,,1
HblAr,Hbl069,136.818487715305,4.32620446729279,,,1
HblAr,Hbl070,122.887944822619,3.67395186444947,,,1
HblAr,Hbl071,119.526539004507,3.05852034450526,,,1
HblAr,Hbl072,120.958534704289,3.76560628794561,,,1
HblAr,Hbl073,116.059764056572,3.60810175291405,,,1
HblAr,Hbl074,137.562188535606,4.14384964958467,,,1
HblAr,Hbl075,137.972031471751,3.70187486411555,,,1
HblAr,Hbl076,131.448000497398,4.16962514476893,,,1
HblAr,Hbl077,120.840884031662,3.70682821356931,,,1
HblAr,Hbl078,118.506630125321,3.82186063795467,,,1
HblAr,Hbl079,116.573868993119,3.69055752100927,,,1
HblAr,Hbl080,120.972445308957,3.96915493638857,,,1
HblAr,Hbl081,142.725666049494,4.30396428903316,,,1
HblAr,Hbl082,123.24610525105,3.61642999097435,,,1
HblAr,Hbl083,126.628139816516,3.90351726324958,,,1
HblAr,Hbl084,119.16036453444,3.71541227024283,,,1
HblAr,Hbl085,122.670839142445,3.87501598217201,,,1
HblAr,Hbl086,131.576737123406,3.58321705606059,,,1
HblAr,Hbl087,134.23258049287,3.79396557732964,,,1
HblAr,Hbl088,123.360569424986,4.01804324116317,,,1
HblAr,Hbl089,117.731964776754,3.66844501748024,,,1
HblAr,Hbl090,127.730986073822,4.10584204274236,,,1
HblAr,Hbl091,123.02610112779,3.95846980186222,,,1
HblAr,Hbl092,122.586617696894,3.76044156091391,,,1
HblAr,Hbl093,144.795884081404,4.53747152204435,,,1
HblAr,Hbl094,134.489014577772,4.57734232154258,,,1
HblAr,Hbl095,132.706353295163,4.05735156939371,,,1
HblAr,Hbl096,128.4732531057,4.01736523269751,,,1
HblAr,Hbl097,128.868330002904,3.61785429416216,,,1
HblAr,Hbl098,132.227150115142,3.9449957935521,,,1
HblAr,Hbl099,136.892894211083,4.3593373869372,,,1
HblAr,Hbl100,137.064382885455,3.92765667151695,,,1
ApHe,Ap001,83.6569771898129,3.56108790914631,ApPair:Ap001,expected_younger,1
ApHe,Ap002,73.9993720089957,2.37216939532435,ApPair:Ap002,expected_younger,1
ApHe,Ap003,50.6943803609105,2.11833028335553,ApPair:Ap003,expected_younger,1
ApHe,Ap004,50.2461529398566,2.10142783300185,ApPair:Ap004,expected_younger,1
ApHe,Ap005,74.9105260096464,2.6195262747527,ApPair:Ap005,expected_younger,1
ApHe,Ap006,55.9221162610371,2.67730531150412,ApPair:Ap006,expected_younger,1
ApHe,Ap007,67.058571579523,2.77724982259204,ApPair:Ap007,expected_younger,1
ApHe,Ap008,50.4691149397031,2.81871437094666,ApPair:Ap008,expected_younger,1
ApHe,Ap009,47.3850275728046,1.20523592327523,ApPair:Ap009,expected_younger,1
ApHe,Ap010,74.9266652885001,2.69190535490735,ApPair:Ap010,expected_younger,1
ApHe,Ap011,70.6342408133394,3.10879849002069,ApPair:Ap011,expected_younger,1
ApHe,Ap012,63.406738109561,2.17486543245644,ApPair:Ap012,expected_younger,1
ApHe,Ap013,32.768233565005,1.49179875047874,ApPair:Ap013,expected_younger,1
ApHe,Ap014,62.376421302963,2.92128359076853,ApPair:Ap014,expected_younger,1
ApHe,Ap015,84.904447020314,2.56008051482816,ApPair:Ap015,expected_younger,1
ApHe,Ap016,55.9079218666464,2.26314647114864,ApPair:Ap016,expected_younger,1
ApHe,Ap017,77.6136376409125,3.11294760657332,ApPair:Ap017,expected_younger,1
ApHe,Ap018,65.426970756168,2.22128218955604,ApPair:Ap018,expected_younger,1
ApHe,Ap019,60.491034642147,3.04646880559657,ApPair:Ap019,expected_younger,1
ApHe,Ap020,30.8250660676509,1.53102945200061,ApPair:Ap020,expected_younger,1
ApHe,Ap021,40.0611516659855,1.79217414062339,ApPair:Ap021,expected_younger,1
ApHe,Ap022,49.3361573659079,2.13643600530516,ApPair:Ap022,expected_younger,1
ApHe,Ap023,58.2461358985605,2.24689599122058,ApPair:Ap023,expected_younger,1
ApHe,Ap024,35.9584089716828,1.78545148094791,ApPair:Ap024,expected_younger,1
ApHe,Ap025,73.8977622533532,3.11831114820987,ApPair:Ap025,expected_younger,1
ApHe,Ap026,62.2346093051735,3.01853400565693,ApPair:Ap026,expected_younger,1
ApHe,Ap027,66.9146031261394,3.13708363785883,ApPair:Ap027,expected_younger,1
ApHe,Ap028,37.7972234836315,1.40176150131129,ApPair:Ap028,expected_younger,1
ApHe,Ap029,77.2796115894057,3.27576620531484,ApPair:Ap029,expected_younger,1
ApHe,Ap030,77.1883833036731,2.82139777257893,ApPair:Ap030,expected_younger,1
ApHe,Ap031,41.8317359509509,1.51440748196473,ApPair:Ap031,expected_younger,1
ApHe,Ap032,80.3141994324148,2.909095357702,ApPair:Ap032,expected_younger,1
ApHe,Ap033,52.4040583918343,2.53161475013919,ApPair:Ap033,expected_younger,1
ApHe,Ap034,65.1170997850446,2.895014630785,ApPair:Ap034,expected_younger,1
ApHe,Ap035,85.8044280677789,3.84734495738521,ApPair:Ap035,expected_younger,1
ApHe,Ap036,72.7775818493461,3.33206947222809,ApPair:Ap036,expected_younger,1
ApHe,Ap037,72.3172764299218,2.98132034251999,ApPair:Ap037,expected_younger,1
ApHe,Ap038,48.7815491779142,2.67761466858293,ApPair:Ap038,expected_younger,1
ApHe,Ap039,74.2104137571671,2.96388532404204,ApPair:Ap039,expected_younger,1
ApHe,Ap040,30.3695906269308,1.03456829218565,ApPair:Ap040,expected_younger,1
ApHe,Ap041,43.49937721415,1.2180420681021,ApPair:Ap041,expected_younger,1
ApHe,Ap042,51.9565877359651,2.46393589637031,ApPair:Ap042,expected_younger,1
ApHe,Ap043,58.7362036517297,2.94709766747703,ApPair:Ap043,expected_younger,1
ApHe,Ap044,58.9164484623943,2.30942979431398,ApPair:Ap044,expected_younger,1
ApHe,Ap045,42.5093578317594,0.696781729779439,ApPair:Ap045,expected_younger,1
ApHe,Ap046,76.3752287294762,3.33451658821753,ApPair:Ap046,expected_younger,1
ApHe,Ap047,66.7309242174338,1.61594313883722,ApPair:Ap047,expected_younger,1
ApHe,Ap048,39.5863888058619,1.93922705556768,ApPair:Ap048,expected_younger,1
ApHe,Ap049,42.1653227592805,2.76105672580242,ApPair:Ap049,expected_younger,1
ApHe,Ap050,51.6766781286969,2.02037193268194,ApPair:Ap050,expected_younger,1
ApHe,Ap051,52.8163568241799,1.67651867864872,ApPair:Ap051,expected_younger,1
ApHe,Ap052,40.4070735902054,1.93222029963648,ApPair:Ap052,expected_younger,1
ApHe,Ap053,69.774134147727,3.40239233504913,ApPair:Ap053,expected_younger,1
ApHe,Ap054,59.1849283555713,2.44154049411599,ApPair:Ap054,expected_younger,1
ApHe,Ap055,72.4401384240901,3.64986468367076,ApPair:Ap055,expected_younger,1
ApHe,Ap056,54.9740425917869,1.56481446877596,ApPair:Ap056,expected_younger,1
ApHe,Ap057,62.0465601023191,2.48767060820099,ApPair:Ap057,expected_younger,1
ApHe,Ap058,55.6645984190548,2.55607837852291,ApPair:Ap058,expected_younger,1
ApHe,Ap059,44.6488371211467,2.08125403915139,ApPair:Ap059,expected_younger,1
ApHe,Ap060,61.5645848328369,1.5214016733026,ApPair:Ap060,expected_younger,1
ApHe,Ap061,65.4224109413101,3.20043818182844,ApPair:Ap061,expected_younger,1
ApHe,Ap062,81.395498971304,3.40460555589098,ApPair:Ap062,expected_younger,1
ApHe,Ap063,49.0761811980236,1.85357037362413,ApPair:Ap063,expected_younger,1
ApHe,Ap064,53.1115893298723,1.23075711702395,ApPair:Ap064,expected_younger,1
ApHe,Ap065,68.6704274128025,3.54641398674292,ApPair:Ap065,expected_younger,1
ApHe,Ap066,39.9951303077394,0.958881118355241,ApPair:Ap066,expected_younger,1
ApHe,Ap067,56.2703545078726,1.91434175054721,ApPair:Ap067,expected_younger,1
ApHe,Ap068,76.2794388099295,2.79396974806613,ApPair:Ap068,expected_younger,1
ApHe,Ap069,60.6226230311678,3.24638237341943,ApPair:Ap069,expected_younger,1
ApHe,Ap070,59.7726506377858,2.65723617612489,ApPair:Ap070,expected_younger,1
ApHe,Ap071,54.8292408768919,2.39328118475036,ApPair:Ap071,expected_younger,1
ApHe,Ap072,68.9943722400016,2.45581499968509,ApPair:Ap072,expected_younger,1
ApHe,Ap073,42.6617031703818,2.0443691491418,ApPair:Ap073,expected_younger,1
ApHe,Ap074,59.6852969930494,2.55320881788237,ApPair:Ap074,expected_younger,1
ApHe,Ap075,62.5617821101976,3.57570779858847,ApPair:Ap075,expected_younger,1
ApHe,Ap076,63.6333825637159,3.26367586794797,ApPair:Ap076,expected_younger,1
ApHe,Ap077,81.0241574197126,2.70623810345439,ApPair:Ap077,expected_younger,1
ApHe,Ap078,83.0333657754261,3.48124122032091,ApPair:Ap078,expected_younger,1
ApHe,Ap079,56.7265007854365,1.83414029336592,ApPair:Ap079,expected_younger,1
ApHe,Ap080,91.8713491640512,3.69623053326122,ApPair:Ap080,expected_younger,1
ApHe,Ap081,127.331316569646,4.80565528432194,ApPair:Ap081,expected_younger,1
ApHe,Ap082,129.450203621712,4.98729843691461,ApPair:Ap082,expected_younger,1
