ZrnPbDate,ZrnPb1sigerr
87.3087805313536,0.669728754609413
94.3361607881479,1.28645366777601
94.8799323173627,0.950101639312847
91.6869512618961,1.04906789609026
85.0195295169252,1.27438659566385
87.3839298415678,0.846928753838851
83.5127626141631,1.0113295503736
94.5869429457297,0.5
90.8830081430877,0.510398211092376
93.7758996783874,0.5
87.0425002011403,0.54932870452527
99.2219481850025,0.637246013344319
99.0846112458998,0.565854614009675
89.3808332486038,1.02867598887814
84.4469932246968,0.536662492432445
86.5954705986638,0.560312035369896
90.0708466319882,0.774494500247952
89.7022469477047,0.537594266069603
86.6949449276983,0.890175661663141
91.5297545753449,0.663125552752899
87.9547107710474,1.09271442460512
83.5907258855759,0.935255670605863
88.5754858526846,0.571779909779295
89.6760657205439,0.951180821194859
95.0019159441948,0.994406426764954
85.9933535084439,0.984891947004118
90.4590000762589,0.5
91.3690239596885,0.621578650781152
79.3326622029102,0.5
92.0198864027471,1.16954571429932
85.2075029532567,0.83967362065186
88.3684157406681,0.686666519507994
102.393478148021,0.5
97.6953802603626,0.574779377187176
94.1350544795255,0.58863914931087
89.2020638705617,0.945469115534707
85.7113912545854,0.828915929910935
91.9917698320627,1.06860436164299
88.8759557872817,0.731372601018457
83.4266617813853,0.5
89.8910156702725,0.996392432184786
85.5996982950277,1.00589442079356
95.5432023642859,0.782892194763318
87.6793086953268,0.900513877333097
93.3228459569062,0.748296420687587
87.3493094089092,0.772011417629389
90.2045466493528,0.721256643663152
90.7752695456862,0.5
132.132289131628,1.49732400708028
116.631595251022,1.41212538683119
144.078217025972,1.0792816196936
133.863818583926,1.23766747103965
140.327600044047,1.67244819117444
147.04108219401,1.50185887036201
131.353282033665,1.3857564071371
137.113054593807,1.35908797506521
145.127667777952,1.86418003774376
125.02453806607,1.25542511177331
125.472128756288,1.21769499565776
131.998645933036,1.4923643802697
123.55791044786,1.89619448191399
155.137701309458,1.28040561181931
147.290554287909,1.56030440502739
142.088075755565,1.67186900157505
150.856144921596,1.35817808716757
146.286257718263,1.74723763209712
131.259002168066,1.40162334667053
159.17827605236,1.71331503675048
140.97482039858,1.59131085798937
145.069763312833,1.53956244292115
150.247568787838,1.05836968900059
130.721010395873,1.64952061544441
131.107898246396,1.36059072982535
130.16771511225,1.20044263811302
139.686210869534,0.963167025428906
148.687596050766,1.5563035391334
130.851885942935,1.59258599491093
140.34324163309,1.02985348893723
137.497474323228,1.51323525828695
129.424355647533,1.32495751381092
131.38683925823,1.55437132515778
136.464455585554,1.05507295154954
148.295072851106,1.6299282935864
136.31256370539,1.41112178546417
140.615808684813,1.99614906495731
145.580356391845,1.16252880521231
138.236197021086,1.34121475813177
150.482413343279,1.30301321494048
150.137830949887,1.84202947412116
130.512302426984,1.86057880095006
192.314914251532,2.29332584450547
204.535829525538,2.04918371494305
230.6872036928,2.16675036753182
202.598948426658,2.41109803223194
200.994744910127,2.40086241374245
169.713402895275,2.59267425635948
163.640436636576,2.34489611028507
219.526406044787,2.30501272873024
229.150486085636,1.93393301285611
203.908212264196,2.13200027060698
194.424403498308,2.12044551440064
191.316473710579,2.03205238360684
215.575508963973,2.99449241983678
227.853267333615,2.16901896870311
215.959693330753,2.74595363799111
220.648168408175,2.34362171591062
209.846577796253,2.4386789998038
166.241309715634,2.25238258107064
178.438744614071,2.32129040420403
222.167739866348,2.24114754441589
205.367475189758,2.08873836286475
180.554912621624,2.42077010390325
167.328413587639,2.06729236620542
215.124858703573,1.75682737577279
182.750235344151,2.29126600045528
187.746689325273,1.66005652407799
202.215020705225,2.57772552342365
208.335292092094,2.51204876003133
216.658689756846,2.75669987171279
192.111876488456,2.11848932919161
