ZrnGrain,ZrnHeDate,ZrnHe1sigerr,ZrnPbDate,ZrnPb1sigerr
Zrn001,54.1775264622993,1.52384941281176,87.3396461471986,1.90233033131022
Zrn002,69.3718313592704,1.72665575215822,86.0156401963973,1.25690733260925
Zrn003,71.668327474396,3.78496546003451,92.4882453808588,2.4465761413045
Zrn004,58.2476493118172,2.07746722394582,99.0788258867402,2.68969516442825
Zrn005,70.6575640413956,3.64994213676963,88.5555174187751,1.94360598911007
Zrn006,48.1730041311617,1.88349785239267,84.2833279624853,2.00469170884801
Zrn007,68.6924404029411,2.59806613168098,92.2796592417873,2.18309916310618
Zrn008,59.4071285372855,2.02728174005947,88.0324750287547,2.02165751361884
Zrn009,49.9554070594983,1.71822121187619,75.0596878464728,1.86554372278736
Zrn010,54.7388672023439,2.13020733027523,82.1874122786171,2.17307338712615
Zrn011,54.943808206945,2.34908679909478,95.1104148883935,2.0431891730346
Zrn012,66.7955355964117,2.9966568261884,92.1947956432228,2.07058177984775
Zrn013,47.4599193955661,1.85891856491848,82.2840818059575,1.89302934933842
Zrn014,55.2700828902557,1.83087877884494,86.9318469672242,0.910183841173389
Zrn015,49.0952812531014,1.59437470325785,87.323772040794,2.86408996227521
Zrn016,44.8734489893888,2.04314708888055,92.6624898657553,2.40409658657402
Zrn017,41.1475567890311,1.38393838673752,81.7875801913898,0.5
Zrn018,62.4907675240471,2.01415898342805,85.0136807747236,1.79351409231054
Zrn019,78.8864199606473,2.26650258043625,94.9778296877923,1.07870705210784
Zrn020,57.915501705093,1.62907551890066,82.0947432555869,1.46740172961609
Zrn021,56.675179562011,1.53198143856635,92.5029071365199,2.47081463731645
Zrn022,68.0619517137284,1.85677130535105,84.8618551856771,2.37630135637971
Zrn023,48.9041304430465,0.473045593974139,81.2769490950898,1.63389013202424
Zrn024,45.2517943533918,1.86051637433053,81.1412940654829,1.13563330344917
Zrn025,67.1343714631049,2.19305290659296,93.8329076416986,1.72477113737856
Zrn026,55.7641511875108,2.09986667303425,97.7460783186146,2.09978207956438
Zrn027,80.9589233032612,2.02857457580597,99.6898621629433,2.78565142167614
Zrn028,69.5314723090772,3.40363586980512,87.1612946698305,1.84919462906181
Zrn029,50.981232393026,2.1045619589151,91.4678388601522,1.51052760301377
Zrn030,53.5835331848409,1.17929807669244,85.9257292520579,1.76350532941549
Zrn031,48.3575157189043,1.42674605521078,87.451599593875,1.8374699182282
Zrn032,62.6562460616046,3.11905049525416,92.8752029127357,2.09105053166824
Zrn033,57.6877191501769,2.78274661467662,81.3117903135456,1.16964758247243
Zrn034,38.0493301504135,1.24924991561403,81.7179112690105,1.74095918736436
Zrn035,40.2700219731242,1.80063819516343,83.2495777370385,1.72363732167943
Zrn036,46.7818237663149,0.965959849362814,86.0962002462198,2.7797685057649
Zrn037,57.7942698706906,2.34043609415055,82.3193496737393,1.43224311947908
Zrn038,55.8360830896751,2.96019774873768,91.4941564300932,1.95635169124049
Zrn039,60.8509692651497,2.28929957563259,88.4850556580507,2.64891475458918
Zrn040,81.8825027352169,3.10801257583461,100.087875301649,1.15747890360879
Zrn041,48.4855911762675,1.70732803233446,95.591566317446,2.32503790493168
Zrn042,68.2298568428391,2.23059004671505,88.0185089250028,2.1518112358387
Zrn043,36.3640523364474,0.839024026272202,84.6223597201755,0.5
Zrn044,57.8253622466517,1.87577060697436,88.4355643001801,1.58406309558751
Zrn045,68.9803310181821,1.50682594897023,90.4599835275338,2.24290533357039
