ApGrain,ApHeDate,ApHe1sigerr,ApPbDate,ApPb1sigerr
Ap001,40.3817448782744,1.53220904268983,76.3219342541694,2.12359988003013
Ap002,50.7019352030477,2.53430862499414,95.3359391251363,2.82782735755835
Ap003,43.4245040556315,1.18183696034809,88.8282500903372,1.49448397992425
Ap004,75.9661835181955,3.03050883578319,97.7783439090773,1.80666313213986
Ap005,69.6097388444516,2.11282153094498,104.59424342951,1.08669643870348
Ap006,47.393489064505,1.84350217433325,92.4278856930745,2.05194581936097
Ap007,47.3993714417625,1.00536867894528,87.524821784966,2.34853671935902
Ap008,34.6157944860675,0.594239194199941,88.8753881336004,2.04531513038398
Ap009,47.6303145972053,1.05480386594581,93.9780598619631,2.30334630768324
Ap010,60.7089037416828,2.72922883097109,87.22628082494,2.97737049111358
Ap011,62.8124689885249,2.97461544221025,85.6352188845421,1.89435318037549
Ap012,45.0762653170764,1.89255149111617,90.773036445329,2.28967476768648
Ap013,78.9611776505276,3.79053674204844,100.021630072192,3.22925539032598
Ap014,51.8235841223949,1.88505357504036,95.2546073733335,2.25823811444255
Ap015,32.8633528079268,1.1617013421943,90.4725624649251,2.4550897270036
Ap016,42.8751869871214,2.30107267385664,85.8941541021566,2.83989053121593
Ap017,56.6054519933695,1.86956042142146,92.1322490416303,3.26756554986956
Ap018,50.6077426926269,3.02797173976602,96.339271430321,1.89039325488364
Ap019,47.6714407522436,0.371173910963266,86.0015563719042,3.12470665432425
Ap020,48.3921809416178,2.70563359823933,90.2168525142552,2.23907420320698
Ap021,36.9906083102632,0.916801655084331,94.6492006613242,2.20988770284083
Ap022,60.1197881379226,2.62670197994789,95.5638936499535,2.36591349511938
Ap023,33.2352645786253,1.40235082274699,91.6828871315819,3.13403746320214
Ap024,37.7071421965688,2.79537264770711,93.9211678748113,2.33863066700912
Ap025,59.8758073534798,1.9246990389041,87.7074527450516,2.01813853590359
Ap026,64.7835968264574,2.69426826320107,87.558048861464,2.41320882081582
Ap027,70.3033229156506,3.13490413520681,94.3344429707477,2.02929232536485
Ap028,72.7162946521943,2.93007990268279,93.4451676782563,1.65590551875362
Ap029,72.6062354760305,3.03818224359654,96.3839539062677,1.86480227919718
Ap030,45.5751479474698,2.0545901520253,92.8954188841241,1.69443638663704
Ap031,67.184913142856,2.52128262602627,90.0324590812652,1.77473669363792
Ap032,57.2677970569841,2.5344963634242,90.0268222687346,1.56040984702041
Ap033,39.1491333942608,1.67901568437855,92.9441458330389,2.45913418537035
Ap034,70.0806290164389,3.60479200291057,91.0115064458719,1.66730814258638
Ap035,40.1699276360599,0.429695965586602,92.7486669396173,2.1045454858414
Ap036,60.4550625670329,1.78428344518843,91.7292535579689,3.24383443006735
Ap037,74.8001660504986,3.26986413492729,99.5267591553649,2.44748259413367
Ap038,41.3408305704438,2.18214612298977,89.2103171850098,2.74692659051595
Ap039,42.7507351796117,1.67532571704799,87.9084490508071,1.63263945787327
Ap040,29.076736442753,1.3135547903636,84.1756169838351,1.78111060652528
Ap041,42.0547482322016,1.47372313691194,91.457589984357,1.26558712845556
Ap042,32.0795896755535,0.719626450448245,84.2188268909475,1.6839636893361
Ap043,58.4086638153264,2.28742885571609,89.6900467181787,1.96035566894173
Ap044,64.2775264660269,2.41590424280695,91.3751082172158,2.11983931376474
Ap045,35.1253945509478,1.4997905670048,85.1499846165822,1.46054728692518
Ap046,39.862978941653,1.04542081050975,92.1363685123435,1.69761257288319
Ap047,25.1986689151131,1.53846113049132,84.81887459514,2.06973580039456
Ap048,51.0436560304105,2.75223538781398,87.5483631068676,1.46154733379976
Ap049,58.9813141620599,2.46020076867202,93.8620375937712,2.23327662636218
Ap050,36.7012412389316,1.50972584779031,87.7577596686114,2.19820118544463
Ap051,51.7475189994704,1.80557768950217,85.3796606095911,2.36905614968073
Ap052,33.2669134461381,1.87180396882909,90.4972064702806,1.9227248269396
Ap053,38.7418615311144,1.76029845469432,93.0783716048349,2.77856047624657
Ap054,44.3756745563507,1.48683802943815,81.5354356513514,2.28070066576581
Ap055,41.7691629526812,1.95338904341956,91.8040056643411,1.64442845415142
Ap056,30.3443004686778,2.09516482030103,80.5260154320651,2.35310243775908
Ap057,61.4501853350288,3.08521298096123,85.5751400884661,2.69803130700131
Ap058,34.3329994457718,1.75277269261225,90.4351157129545,2.47926440770973
Ap059,50.5699194985837,2.31891369645491,90.780014396498,2.69399703840448
Ap060,38.1288147530966,1.46684251901061,91.1871133974063,1.23221040795116
Ap061,59.1072328584485,3.40760565106797,91.9092168996729,1.83158946999342
Ap062,48.5870998040793,2.54075509973151,104.408028943927,2.26913869333167
Ap063,54.7489936638345,1.76805431734639,90.317060813201,2.24131111115772
Ap064,68.5942564323411,2.08649842007823,89.027762491553,2.46860212839131
Ap065,37.8218307677692,1.25301711608103,94.0371098245398,2.14159937147621
Ap066,63.0917283632814,2.98998473567698,86.7431954347267,2.09505452453163
Ap067,55.9968536542903,3.85775014407736,88.7693991579069,2.37565449026769
Ap068,27.3456118141374,1.28450637517575,85.3480904961696,1.72476855995783
Ap069,27.3694931650826,0.933476732141316,85.3937790425849,1.92337879724051
Ap070,50.3040854062632,3.06823729712363,93.2416009311947,2.73349026478995
Ap071,49.4788202838346,2.54698155870848,94.7523087706265,3.27688368844588
Ap072,55.7750250976672,2.44979672867992,93.7128459768,2.36647630265099
Ap073,57.7099026172984,2.29180630601958,89.4383334852209,2.25161186327921
Ap074,48.3931263328853,1.86296479420275,81.539708147682,1.10323886279091
Ap075,38.1478316023994,1.44091342320897,85.0485698454809,2.05854455537742
Ap076,37.2048587937422,1.18308366315759,87.2998399712494,2.22688644431597
Ap077,38.7055738994946,2.24222843116997,90.3687356485286,2.06049461802573
Ap078,40.4798247327272,2.11885641298637,92.0645504445094,1.84053117096157
Ap079,70.6865904356224,2.92104581943528,94.33483455757,2.24031035734109
Ap080,46.2803933068724,2.38146757629857,86.0572054949756,1.3582642107897
Ap081,106.151175200333,5.15539186760556,97.138610948351,2.02195160781139
Ap082,115.990577646475,5.10373406603361,94.3542032034276,2.14952615095736
Ap083,113.830610027468,4.28007879678519,90.7760825355807,1.99274505264209
Ap084,122.754083655166,4.86014900651254,92.2122482951333,1.89999215722657
Ap085,112.018300251042,4.07149396898629,89.5299685070589,2.73279667429186
Ap086,107.341340328552,4.81462654532716,85.8308152713438,2.28567551940661
Ap087,107.859833641057,4.42261361719739,88.6893687425748,2.44770284241584
Ap088,120.230212634349,4.15496131409767,92.0996580804651,2.82725140867144
Ap089,117.364361266325,5.04562473468187,83.8504817517632,2.09392290587091
Ap090,107.022453522456,4.34995789388908,87.1689687654673,1.48184519808578
Ap091,83.758234479728,3.18964061635389,86.5993025408779,2.23912634471388
Ap092,75.4278284944322,2.84803747545238,84.4375198090234,2.25323638492712
Ap093,98.461875462053,4.20189865419131,101.189505525695,2.94586348438297
Ap094,81.7060857322008,3.29860005845731,91.9246863251044,2.18517265773122
Ap095,80.8321064626174,3.84528581103423,89.8945287341823,1.75302501818242
Ap096,78.8867441268515,3.17974999003431,81.7002319332705,1.7701679005973
Ap097,86.9690399044342,4.25364736864404,89.8174170452861,1.90156051330621
Ap098,77.7958507073679,3.26644390257686,89.6622464923796,2.49425452289629
Ap099,79.438053732892,3.22172936597774,85.1807616904532,2.20657052564344
Ap100,83.0931823323167,4.12768958267904,88.7996038029856,1.99904927377275
Ap101,94.4224618832581,3.61256388317388,93.3580725049617,2.94004642653912
Ap102,102.026608180836,3.53151488489019,101.401357105788,2.82125355261544
Ap103,99.9406022380259,3.3374039646835,98.2748818641347,2.38167303147355
Ap104,94.5808431139204,4.32251405856075,93.2432367393167,1.91271531414462
