HblGrain,HblArDate,HblAr1sigerr
Hbl001,92.707112912235,2.86277953729583
Hbl002,91.3106340742324,2.98003054774466
Hbl003,92.5897794011067,3.23988263202036
Hbl004,92.2014946392304,2.69292984875921
Hbl005,90.7235724695923,3.03084359599387
Hbl006,92.3993960705787,2.46188076727641
Hbl007,81.5485186306036,2.7502134585109
Hbl008,93.7964938150754,2.42846593810056
Hbl009,87.1323291564462,2.51893217913447
Hbl010,88.8440475951551,2.95263569029824
Hbl011,80.2643207463709,2.08969451206308
Hbl012,93.3194164674792,2.57523448019186
Hbl013,89.0321660143139,2.94878953675831
Hbl014,80.4579435008695,2.46326254438026
Hbl015,82.0173931115903,2.60594571396023
Hbl016,82.7439189357608,2.67463771703394
Hbl017,91.1314575943259,2.78402795712472
Hbl018,92.436686189149,2.51738001060043
Hbl019,84.9703517011335,2.34215985778075
Hbl020,81.0593601630862,1.87888394661671
Hbl021,86.6485566047911,2.90980355050037
Hbl022,86.4258096579515,2.64572623478547
Hbl023,90.8003135950957,2.64026187288443
Hbl024,83.4576060021209,2.47708178986114
Hbl025,92.1943437716372,3.23455147915556
Hbl026,90.1448114539363,2.17001281625342
Hbl027,88.6184534207538,2.70324457051723
Hbl028,87.3858443197332,2.62426224269623
Hbl029,91.3638540137738,2.81520687385712
Hbl030,93.2774476289119,2.2283570576416
Hbl031,85.8406993633755,2.95537834551174
Hbl032,90.6705417013962,2.9201838423753
Hbl033,86.2814266786608,2.69047693870187
Hbl034,92.684559270887,3.0323859690487
Hbl035,87.7828984721777,2.74439770804717
Hbl036,87.0111585117262,2.83598071631161
Hbl037,94.2226469476636,2.3923393735965
Hbl038,89.9509358270912,2.7589773411836
Hbl039,92.9837798459154,2.83182522486179
Hbl040,94.0493754429085,2.79017297220154
Hbl041,80.1505965141508,2.51398984254607
Hbl042,90.1646923253791,3.30040602397953
Hbl043,82.8518833121805,3.14153685335997
Hbl044,91.1803901785435,2.71109158407127
Hbl045,84.7774591666411,2.29419785450823
Hbl046,83.5965821016547,2.77777283720654
Hbl047,86.0654188908823,2.77929220978967
Hbl048,87.9263571717476,2.12610633489045
Hbl049,88.822386287791,2.98097472265219
Hbl050,89.7669760018551,2.96181009775918
Hbl051,81.0570628362826,2.44367363639599
Hbl052,82.5407088831841,2.57106332184215
Hbl053,80.5245963400023,2.33489370732414
Hbl054,93.1355416477168,2.25539005523376
Hbl055,84.0369878719453,2.42111136913141
Hbl056,80.9248931476844,2.81370746493386
Hbl057,92.2815040075151,2.25589931681799
Hbl058,94.0025559894983,2.73976376207129
Hbl059,83.8831902606491,2.43129894568371
Hbl060,86.3829033023013,2.64457921488663
Hbl061,127.254863302748,4.48096311589945
Hbl062,106.193171298789,3.04922185937583
Hbl063,125.858019355797,3.63723614303061
Hbl064,108.048819601432,3.61352128179246
Hbl065,106.909678285971,3.15868361922169
Hbl066,106.92797393793,3.12366358203256
Hbl067,126.437241606941,3.71980650098185
Hbl068,121.955916620886,3.42248210034414
Hbl069,117.691962743074,3.20573297590264
Hbl070,112.764914523705,3.38203889475632
Hbl071,128.316016224393,3.82469972656221
Hbl072,113.773353222679,3.7146658940362
Hbl073,126.497983184147,3.62126897691397
Hbl074,115.174047257107,3.51104890883959
Hbl075,113.308332882747,3.48200862448261
Hbl076,115.880393570088,3.17632745406911
Hbl077,111.041336224924,3.48456181706049
Hbl078,124.428281405288,3.1371777254234
Hbl079,117.081611702774,3.91855312854661
Hbl080,108.966380854405,2.92356936756247
Hbl081,128.987237198237,3.74913635519955
Hbl082,113.516736641196,3.00821555317894
Hbl083,118.30658583342,3.8385117466819
Hbl084,129.194163328936,3.94514045014843
Hbl085,120.72713987742,3.26830200630232
Hbl086,105.506941221251,3.37734388312045
Hbl087,130.194963708404,3.5306144974547
Hbl088,120.831241592143,3.93064256517123
Hbl089,112.047168439713,3.09933242902577
Hbl090,106.178162179902,2.85844453010036
Hbl091,125.820755678109,3.40552102570678
Hbl092,120.602182677855,3.57998531278013
Hbl093,118.00383275929,3.60607520487014
Hbl094,128.816777491529,3.55622530162368
Hbl095,125.657916336736,4.09129748578807
Hbl096,106.550246391983,3.1519455024507
Hbl097,111.351662033866,3.36391876782229
Hbl098,109.454674194434,3.23003164190196
Hbl099,124.31838877718,3.63813404536065
Hbl100,103.005973042073,3.16402945452577
